,DPSA1,FNSA3,FPSA1,MW,nCl,FPSA3,nH,MOMI-X,MOMI-Y,MOMI-Z,FilterItLogS,SLogP,label
906,280.0648867398008,-0.06394573803159613,0.6419318034007953,835.3779055040013,0,0.033955785311833686,57,20769.74308713868,18884.699237390305,7031.871214850877,-6.507187466192344,4.567800000000003,1
907,-74.15025034079753,-0.1676073201504667,0.4528215489017292,516.1267762080004,0,0.05982893036725465,24,18916.891681457862,17960.960464231142,1957.878764319332,-0.25600226541116866,1.0295999999999996,0
908,105.73508812095642,-0.04084379723572161,0.7230252196437175,82.053098192,0,0.050473614863004466,6,200.48390184265057,148.1158102119746,55.54553633566647,-1.2046095731546775,0.71812,1
909,109.09224098239757,-0.058223757365260635,0.5914369251614647,348.12561150000056,0,0.03211802815484049,20,4393.3358547864445,3995.147245496,1676.8949759055856,-4.683550993151592,2.5299200000000006,1
910,207.21846323027668,-0.06451488315633754,0.7002984148125094,303.19467704000056,0,0.03347180167675033,25,3617.934858059942,3250.9603200544484,889.3278227994298,-2.284409794460131,1.174279999999999,0
911,177.75361592890218,-0.04282874679847172,0.6392714916751739,367.2147437880008,0,0.03696487095263815,29,6609.181578365853,5823.15378744903,1774.3372641619906,-4.8258675704485965,3.7070000000000025,1
912,129.94184368592408,-0.04301721620721854,0.5830112012862751,509.25392323200083,0,0.03628776054277166,31,14375.231063395648,13415.043311685626,2243.7964512254857,-7.41368356926226,3.625300000000001,1
913,217.28103194318194,-0.047237319840542975,0.6718436144267121,380.1340680080007,0,0.034477453776474584,24,7501.527744767445,6638.7101806136425,1508.7294776677682,-5.223383223547378,3.6590000000000025,1
914,415.098332992395,-0.048320514596347286,0.7424532193448592,747.4768912680017,0,0.03300506844001035,69,14217.815380776214,14044.043097782202,5363.083071546249,-3.0920606045045442,2.4397000000000046,0
915,529.066956304084,-0.06678735155400763,0.6757150288850382,1208.6454621280022,0,0.046930109938105084,84,68681.5045576093,64953.51866006918,13033.577430837877,-10.195019208995769,-1.2284300000000077,0
916,221.2478007803904,-0.052987085181741216,0.7021747246300978,324.1473925000005,0,0.0392080874549801,20,5606.732822766447,5486.584008831864,683.0067942851292,-3.2643741848237715,2.519000000000001,0
917,277.64101772241503,-0.0376728311363284,0.7324646513752079,372.2776783920009,0,0.029362633548488126,36,6170.810468481171,5755.348510378438,1125.1836257398243,-4.542596227818934,3.8145000000000016,1
918,129.96563547348094,-0.08581790812607212,0.7102566501935872,129.10144535199998,0,0.06325135109786557,11,651.8734988323993,517.4798701923363,151.0364309794842,0.16792592928332606,-1.0341599999999995,0
919,210.3115492508173,-0.08797822174189063,0.6849248136657299,376.1546833720005,0,0.05573185057351342,21,5710.619349537137,4658.729323417033,1325.830755346852,-2.484300826443364,1.1261999999999996,1
920,155.98114924277576,-0.04670867392821328,0.5957032991235302,514.2368762000009,0,0.034563261258657926,30,16091.00634433022,14059.824329011377,2981.183597387626,-8.760432843961912,7.264420000000008,1
921,140.34870661738168,-0.08600520872436837,0.7004884514612303,171.125928784,0,0.04025777011336227,17,939.4223026275947,777.5368361276808,347.7877301934396,-1.3548838854307728,1.3702999999999994,1
922,126.68298457228194,-0.08124577557890443,0.6716875103724078,157.13274547999995,0,0.05703824899569791,15,1144.6613827558965,954.902614258354,293.5446791193885,-1.3992560821223523,-0.2060599999999998,1
923,242.1247188699946,-0.027803311466394143,0.7133442294694239,307.16846229200064,0,0.031349238308444494,21,4116.286413018633,2770.9081157786936,1587.443344788776,-4.7676798936703255,3.2488400000000017,0
924,90.48745716396795,-0.12309042650132948,0.5687259093407477,454.17131580400047,0,0.0573635236891791,22,8895.42805478689,7290.27488661798,2583.8413067664696,-3.2317187984734383,0.2684000000000003,1
925,-36.777531292030524,-0.128757012908919,0.4746367886697554,520.1012472200006,0,0.0456216145943672,20,10433.382364999248,9410.402770850329,3202.2474329602064,-0.9816068505992344,-1.1276999999999984,0
926,194.91865601511157,-0.04948356656207046,0.7097790491153507,221.177964356,0,0.03875882826886831,23,1933.127999289876,1525.811016053747,803.2330938647633,-3.016101892327156,3.0835000000000017,0
927,167.0105403907921,-0.13206268062096868,0.7506541234316282,146.105527688,0,0.0554012972985637,14,803.0400583465373,740.5181764531744,182.19823757860442,-1.9369260092617413,-1.6627999999999978,1
928,152.1447756747311,-0.058638652745703235,0.6304958701802182,325.20417910400084,0,0.04190549567547151,27,6837.974872080157,6601.534961193378,774.4996660483667,-3.760807488231285,3.7688000000000015,1
929,407.91038620845296,-0.1144524452617778,0.5672700671147242,2780.460962243965,0,0.05080648814957528,197,269889.1404158662,251210.4215207465,114481.2123914582,-12.884580908228614,-11.125060000000007,0
930,181.28721371144718,-0.09951470896491367,0.5908913638549051,817.2999640840013,0,0.05202950483678369,47,21377.262356255538,16215.004578817805,11090.944293528577,-5.6771394978666425,-2.234829999999997,0
931,268.3239201851471,-0.010561127286343052,0.7991823521021341,243.1986998,0,0.030186730893764644,25,1690.9237088994928,1312.263187155087,944.7245704802644,-4.026366991566427,4.3319000000000045,1
